i,date,equity,fit
2276,2022-04-29,3872.5,1168.5
2277,2022-04-29,3842.5,1170.4
2278,2022-04-29,3815.5,1172.2
2279,2022-04-29,3765.5,1174.0
2280,2022-04-29,3792.8,1175.9
2281,2022-04-29,3762.8,1177.7
2282,2022-05-01,3798.0,1179.5
2283,2022-05-01,3785.8,1181.4
2284,2022-05-01,3750.0,1183.2
2285,2022-05-01,3770.0,1185.0
2286,2022-05-01,3753.2,1186.9
2287,2022-05-01,3723.2,1188.7
2288,2022-05-01,3717.5,1190.5
2289,2022-05-01,3739.5,1192.3
2290,2022-05-02,3763.0,1194.2
2291,2022-05-02,3733.0,1196.0
2292,2022-05-02,3772.5,1197.8
2293,2022-05-02,3742.5,1199.7
2294,2022-05-02,3692.5,1201.5
2295,2022-05-02,3723.0,1203.3
2296,2022-05-02,3749.0,1205.2
2297,2022-05-02,3773.2,1207.0
2298,2022-05-02,3807.5,1208.8
2299,2022-05-02,3757.5,1210.7
2300,2022-05-02,3784.2,1212.5
2301,2022-05-02,3810.5,1214.3
2302,2022-05-02,3780.5,1216.2
2303,2022-05-02,3810.0,1218.0
2304,2022-05-02,3839.2,1219.8
2305,2022-05-02,3861.5,1221.6
2306,2022-05-02,3885.5,1223.5
2307,2022-05-02,3915.0,1225.3
2308,2022-05-02,3865.0,1227.1
2309,2022-05-02,3911.8,1229.0
2310,2022-05-02,3907.8,1230.8
2311,2022-05-02,3913.2,1232.6
2312,2022-05-02,3920.0,1234.5
2313,2022-05-02,3883.5,1236.3
2314,2022-05-02,3888.8,1238.1
2315,2022-05-03,3894.8,1240.0
2316,2022-05-03,3914.8,1241.8
2317,2022-05-03,3905.8,1243.6
2318,2022-05-03,3913.0,1245.5
2319,2022-05-03,3883.0,1247.3
2320,2022-05-03,3889.5,1249.1
2321,2022-05-03,3931.8,1250.9
2322,2022-05-03,3958.0,1252.8
2323,2022-05-03,3980.0,1254.6
2324,2022-05-03,3930.0,1256.4
2325,2022-05-03,3954.8,1258.3
2326,2022-05-03,3981.8,1260.1
2327,2022-05-03,3946.8,1261.9
2328,2022-05-03,3979.5,1263.8
2329,2022-05-03,3949.5,1265.6
2330,2022-05-03,3982.2,1267.4
2331,2022-05-03,3932.2,1269.3
2332,2022-05-03,3956.8,1271.1
2333,2022-05-03,3954.8,1272.9
2334,2022-05-03,3964.8,1274.8
2335,2022-05-04,3934.8,1276.6
2336,2022-05-04,3962.5,1278.4
2337,2022-05-04,3912.5,1280.2
2338,2022-05-04,3934.5,1282.1
2339,2022-05-04,4048.5,1283.9
2340,2022-05-04,4018.5,1285.7
2341,2022-05-04,4062.5,1287.6
2342,2022-05-04,4131.0,1289.4
2343,2022-05-04,4156.8,1291.2
2344,2022-05-04,4208.0,1293.1
2345,2022-05-04,4234.0,1294.9
2346,2022-05-04,4184.0,1296.7
2347,2022-05-05,4157.5,1298.6
2348,2022-05-05,4158.2,1300.4
2349,2022-05-05,4175.2,1302.2
2350,2022-05-05,4180.8,1304.1
2351,2022-05-05,4150.8,1305.9
2352,2022-05-05,4183.0,1307.7
2353,2022-05-05,4215.2,1309.6
2354,2022-05-05,4243.2,1311.4
2355,2022-05-05,4213.2,1313.2
2356,2022-05-05,4248.0,1315.0
2357,2022-05-05,4274.5,1316.9
2358,2022-05-05,4224.5,1318.7
2359,2022-05-05,4194.5,1320.5
2360,2022-05-05,4242.0,1322.4
2361,2022-05-05,4267.2,1324.2
2362,2022-05-05,4302.2,1326.0
2363,2022-05-05,4252.2,1327.9
2364,2022-05-05,4222.2,1329.7
2365,2022-05-05,4246.8,1331.5
2366,2022-05-05,4196.8,1333.4
2367,2022-05-05,4222.5,1335.2
2368,2022-05-05,4233.2,1337.0
2369,2022-05-05,4222.0,1338.9
2370,2022-05-06,4222.8,1340.7
2371,2022-05-06,4246.2,1342.5
2372,2022-05-06,4276.5,1344.3
2373,2022-05-06,4299.2,1346.2
2374,2022-05-06,4303.5,1348.0
2375,2022-05-06,4287.8,1349.8
2376,2022-05-06,4257.8,1351.7
2377,2022-05-06,4207.8,1353.5
2378,2022-05-06,4230.2,1355.3
2379,2022-05-06,4251.5,1357.2
2380,2022-05-06,4278.0,1359.0
2381,2022-05-06,4248.0,1360.8
2382,2022-05-06,4291.2,1362.7
2383,2022-05-06,4324.8,1364.5
2384,2022-05-06,4362.2,1366.3
2385,2022-05-06,4388.2,1368.2
2386,2022-05-06,4437.8,1370.0
2387,2022-05-06,4475.5,1371.8
2388,2022-05-06,4499.2,1373.6
2389,2022-05-06,4524.0,1375.5
2390,2022-05-06,4494.0,1377.3
2391,2022-05-06,4517.8,1379.1
2392,2022-05-06,4552.5,1381.0
2393,2022-05-06,4595.5,1382.8
2394,2022-05-06,4565.5,1384.6
2395,2022-05-08,4572.5,1386.5
2396,2022-05-08,4600.5,1388.3
2397,2022-05-08,4601.0,1390.1
2398,2022-05-09,4624.5,1392.0
2399,2022-05-09,4613.0,1393.8
2400,2022-05-09,4636.2,1395.6
2401,2022-05-09,4659.0,1397.5
2402,2022-05-09,4662.8,1399.3
2403,2022-05-09,4632.8,1401.1
2404,2022-05-09,4673.0,1402.9
2405,2022-05-09,4653.0,1404.8
2406,2022-05-09,4682.5,1406.6
2407,2022-05-09,4704.8,1408.4
2408,2022-05-09,4674.8,1410.3
2409,2022-05-09,4697.0,1412.1
2410,2022-05-09,4722.0,1413.9
2411,2022-05-09,4692.0,1415.8
2412,2022-05-09,4717.8,1417.6
2413,2022-05-09,4748.8,1419.4
2414,2022-05-09,4770.8,1421.3
2415,2022-05-09,4793.8,1423.1
2416,2022-05-09,4816.0,1424.9
2417,2022-05-09,4848.0,1426.8
2418,2022-05-09,4870.8,1428.6
2419,2022-05-09,4840.8,1430.4
2420,2022-05-09,4810.8,1432.2
2421,2022-05-09,4818.0,1434.1
2422,2022-05-09,4777.5,1435.9
2423,2022-05-09,4804.0,1437.7
2424,2022-05-10,4800.5,1439.6
2425,2022-05-10,4798.8,1441.4
2426,2022-05-10,4768.8,1443.2
2427,2022-05-10,4762.8,1445.1
2428,2022-05-10,4765.8,1446.9
2429,2022-05-10,4747.0,1448.7
2430,2022-05-10,4719.2,1450.6
2431,2022-05-10,4741.2,1452.4
2432,2022-05-10,4691.2,1454.2
2433,2022-05-10,4716.5,1456.1
2434,2022-05-10,4686.5,1457.9
2435,2022-05-10,4719.2,1459.7
2436,2022-05-10,4669.2,1461.6
2437,2022-05-10,4689.8,1463.4
2438,2022-05-10,4734.0,1465.2
2439,2022-05-10,4764.8,1467.0
2440,2022-05-10,4790.2,1468.9
2441,2022-05-10,4815.8,1470.7
2442,2022-05-10,4765.8,1472.5
2443,2022-05-10,4801.8,1474.4
2444,2022-05-10,4771.8,1476.2
2445,2022-05-10,4721.8,1478.0
2446,2022-05-10,4691.8,1479.9
2447,2022-05-10,4714.0,1481.7
2448,2022-05-10,4715.8,1483.5
2449,2022-05-10,4694.8,1485.4
2450,2022-05-10,4669.8,1487.2
2451,2022-05-10,4660.0,1489.0
2452,2022-05-10,4648.8,1490.9
2453,2022-05-10,4649.2,1492.7
2454,2022-05-11,4609.8,1494.5
2455,2022-05-11,4617.2,1496.3
2456,2022-05-11,4587.2,1498.2
2457,2022-05-11,4537.2,1500.0
2458,2022-05-11,4507.2,1501.8
2459,2022-05-11,4529.2,1503.7
2460,2022-05-11,4554.0,1505.5
2461,2022-05-11,4610.8,1507.3
2462,2022-05-11,4560.8,1509.2
2463,2022-05-11,4530.8,1511.0
2464,2022-05-11,4555.5,1512.8
2465,2022-05-11,4525.5,1514.7
2466,2022-05-11,4560.8,1516.5
2467,2022-05-11,4530.8,1518.3
2468,2022-05-11,4552.8,1520.2
2469,2022-05-11,4502.8,1522.0
2470,2022-05-11,4472.8,1523.8
2471,2022-05-11,4506.0,1525.6
2472,2022-05-11,4528.0,1527.5
2473,2022-05-11,4556.8,1529.3
2474,2022-05-11,4590.8,1531.1
2475,2022-05-11,4598.2,1533.0
2476,2022-05-11,4584.2,1534.8
2477,2022-05-12,4586.2,1536.6
2478,2022-05-12,4596.2,1538.5
2479,2022-05-12,4617.2,1540.3
2480,2022-05-12,4664.0,1542.1
2481,2022-05-12,4614.0,1544.0
2482,2022-05-12,4584.0,1545.8
2483,2022-05-12,4607.2,1547.6
2484,2022-05-12,4577.2,1549.5
2485,2022-05-12,4589.0,1551.3
2486,2022-05-12,4620.0,1553.1
2487,2022-05-12,4648.2,1554.9
2488,2022-05-12,4676.8,1556.8
2489,2022-05-12,4646.8,1558.6
2490,2022-05-12,4596.8,1560.4
2491,2022-05-12,4566.8,1562.3
2492,2022-05-12,4602.0,1564.1
2493,2022-05-12,4624.5,1565.9
2494,2022-05-12,4646.5,1567.8
2495,2022-05-12,4596.5,1569.6
2496,2022-05-12,4652.5,1571.4
2497,2022-05-12,4602.5,1573.3
2498,2022-05-12,4628.0,1575.1
2499,2022-05-12,4661.2,1576.9
2500,2022-05-12,4690.5,1578.8
2501,2022-05-12,4716.2,1580.6
2502,2022-05-12,4749.8,1582.4
2503,2022-05-12,4782.5,1584.2
2504,2022-05-12,4771.2,1586.1
2505,2022-05-12,4796.0,1587.9
2506,2022-05-12,4770.2,1589.7
2507,2022-05-12,4745.0,1591.6
2508,2022-05-12,4763.2,1593.4
2509,2022-05-13,4784.2,1595.2
2510,2022-05-13,4787.5,1597.1
2511,2022-05-13,4794.2,1598.9
2512,2022-05-13,4764.0,1600.7
2513,2022-05-13,4714.0,1602.6
2514,2022-05-13,4718.5,1604.4
2515,2022-05-13,4748.0,1606.2
2516,2022-05-13,4748.2,1608.1
2517,2022-05-13,4718.2,1609.9
2518,2022-05-13,4753.8,1611.7
2519,2022-05-13,4784.8,1613.6
2520,2022-05-13,4734.8,1615.4
2521,2022-05-13,4757.0,1617.2
2522,2022-05-15,4778.2,1619.0
2523,2022-05-15,4748.2,1620.9
2524,2022-05-15,4730.5,1622.7
2525,2022-05-15,4732.5,1624.5
2526,2022-05-16,4739.8,1626.4
2527,2022-05-16,4765.2,1628.2
2528,2022-05-16,4715.2,1630.0
2529,2022-05-16,4685.2,1631.9
2530,2022-05-16,4705.8,1633.7
2531,2022-05-16,4675.8,1635.5
2532,2022-05-16,4645.8,1637.4
2533,2022-05-16,4646.8,1639.2
2534,2022-05-16,4680.2,1641.0
2535,2022-05-16,4650.2,1642.9
2536,2022-05-16,4667.8,1644.7
2537,2022-05-17,4651.2,1646.5
2538,2022-05-17,4675.0,1648.3
2539,2022-05-17,4625.0,1650.2
2540,2022-05-17,4630.8,1652.0
2541,2022-05-17,4657.8,1653.8
2542,2022-05-17,4680.2,1655.7
2543,2022-05-17,4650.2,1657.5
2544,2022-05-17,4616.2,1659.3
2545,2022-05-17,4641.0,1661.2
2546,2022-05-17,4621.8,1663.0
2547,2022-05-17,4664.8,1664.8
2548,2022-05-17,4687.8,1666.7
2549,2022-05-17,4714.0,1668.5
2550,2022-05-17,4664.0,1670.3
2551,2022-05-17,4688.2,1672.2
2552,2022-05-17,4710.2,1674.0
2553,2022-05-18,4718.5,1675.8
2554,2022-05-18,4750.8,1677.6
2555,2022-05-18,4720.8,1679.5
2556,2022-05-18,4744.0,1681.3
2557,2022-05-18,4714.0,1683.1
2558,2022-05-18,4738.0,1685.0
2559,2022-05-18,4708.0,1686.8
2560,2022-05-18,4678.0,1688.6
2561,2022-05-18,4679.5,1690.5
2562,2022-05-18,4682.2,1692.3
2563,2022-05-18,4707.8,1694.1
2564,2022-05-18,4732.5,1696.0
2565,2022-05-18,4754.8,1697.8
2566,2022-05-18,4724.8,1699.6
2567,2022-05-18,4726.8,1701.5
2568,2022-05-18,4697.2,1703.3
2569,2022-05-18,4715.2,1705.1
2570,2022-05-19,4738.5,1706.9
2571,2022-05-19,4708.5,1708.8
2572,2022-05-19,4720.0,1710.6
2573,2022-05-19,4751.5,1712.4
2574,2022-05-19,4779.8,1714.3
2575,2022-05-19,4791.5,1716.1
2576,2022-05-19,4821.5,1717.9
2577,2022-05-19,4853.2,1719.8
2578,2022-05-19,4887.2,1721.6
2579,2022-05-19,4910.5,1723.4
2580,2022-05-19,4943.2,1725.3
2581,2022-05-19,4969.0,1727.1
2582,2022-05-19,5017.0,1728.9
2583,2022-05-19,5042.5,1730.8
2584,2022-05-19,5058.2,1732.6
2585,2022-05-19,5028.2,1734.4
2586,2022-05-19,5086.2,1736.2
2587,2022-05-19,5110.2,1738.1
2588,2022-05-19,5135.2,1739.9
2589,2022-05-19,5132.8,1741.7
2590,2022-05-19,5102.8,1743.6
2591,2022-05-19,5072.8,1745.4
2592,2022-05-19,5103.8,1747.2
2593,2022-05-19,5085.8,1749.1
2594,2022-05-20,5091.5,1750.9
2595,2022-05-20,5114.5,1752.7
2596,2022-05-20,5147.2,1754.6
2597,2022-05-20,5172.5,1756.4
2598,2022-05-20,5195.5,1758.2
2599,2022-05-20,5165.5,1760.1
2600,2022-05-20,5193.2,1761.9
2601,2022-05-20,5163.2,1763.7
2602,2022-05-20,5191.5,1765.6
2603,2022-05-20,5219.5,1767.4
2604,2022-05-20,5189.5,1769.2
2605,2022-05-20,5211.5,1771.0
2606,2022-05-20,5237.0,1772.9
2607,2022-05-20,5187.0,1774.7
2608,2022-05-22,5188.0,1776.5
2609,2022-05-23,5177.5,1778.4
2610,2022-05-23,5204.8,1780.2
2611,2022-05-23,5174.8,1782.0
2612,2022-05-23,5209.0,1783.9
2613,2022-05-23,5236.5,1785.7
2614,2022-05-23,5228.2,1787.5
2615,2022-05-23,5256.0,1789.4
2616,2022-05-23,5276.8,1791.2
2617,2022-05-23,5280.8,1793.0
2618,2022-05-23,5302.5,1794.9
2619,2022-05-23,5335.8,1796.7
2620,2022-05-23,5357.8,1798.5
2621,2022-05-23,5412.0,1800.3
2622,2022-05-23,5436.0,1802.2
2623,2022-05-23,5386.0,1804.0
2624,2022-05-23,5356.0,1805.8
2625,2022-05-23,5380.5,1807.7
2626,2022-05-23,5419.5,1809.5
2627,2022-05-23,5443.5,1811.3
2628,2022-05-23,5445.0,1813.2
2629,2022-05-24,5451.8,1815.0
2630,2022-05-24,5444.5,1816.8
2631,2022-05-24,5454.0,1818.7
2632,2022-05-24,5424.0,1820.5
2633,2022-05-24,5414.8,1822.3
2634,2022-05-24,5445.0,1824.2
2635,2022-05-24,5395.0,1826.0
2636,2022-05-24,5365.0,1827.8
2637,2022-05-24,5400.5,1829.6
2638,2022-05-24,5350.5,1831.5
2639,2022-05-24,5402.5,1833.3
2640,2022-05-24,5427.0,1835.1
2641,2022-05-24,5468.0,1837.0
2642,2022-05-24,5493.5,1838.8
2643,2022-05-24,5519.0,1840.6
2644,2022-05-24,5540.2,1842.5
2645,2022-05-24,5544.2,1844.3
2646,2022-05-25,5548.5,1846.1
2647,2022-05-25,5533.2,1848.0
2648,2022-05-25,5537.0,1849.8
2649,2022-05-25,5534.5,1851.6
2650,2022-05-25,5564.8,1853.5
2651,2022-05-25,5574.0,1855.3
2652,2022-05-25,5614.5,1857.1
2653,2022-05-25,5564.5,1858.9
2654,2022-05-25,5534.5,1860.8
2655,2022-05-25,5572.2,1862.6
2656,2022-05-25,5574.2,1864.4
2657,2022-05-25,5617.2,1866.3
2658,2022-05-25,5567.2,1868.1
2659,2022-05-25,5537.2,1869.9
2660,2022-05-25,5532.8,1871.8
2661,2022-05-25,5540.8,1873.6
2662,2022-05-25,5529.8,1875.4
2663,2022-05-25,5538.2,1877.3
2664,2022-05-25,5546.0,1879.1
2665,2022-05-26,5514.8,1880.9
2666,2022-05-26,5492.0,1882.8
2667,2022-05-26,5526.0,1884.6
2668,2022-05-26,5529.2,1886.4
2669,2022-05-26,5531.0,1888.2
2670,2022-05-26,5555.0,1890.1
2671,2022-05-26,5585.8,1891.9
2672,2022-05-26,5589.2,1893.7
2673,2022-05-26,5559.2,1895.6
2674,2022-05-26,5585.8,1897.4
2675,2022-05-26,5578.8,1899.2
2676,2022-05-26,5585.2,1901.1
2677,2022-05-27,5567.2,1902.9
2678,2022-05-27,5567.5,1904.7
2679,2022-05-27,5596.2,1906.6
2680,2022-05-27,5560.0,1908.4
2681,2022-05-27,5543.2,1910.2
2682,2022-05-27,5575.5,1912.1
2683,2022-05-27,5554.0,1913.9
2684,2022-05-27,5567.8,1915.7
2685,2022-05-27,5555.8,1917.6
2686,2022-05-27,5527.5,1919.4
2687,2022-05-27,5497.5,1921.2
2688,2022-05-29,5483.8,1923.0
2689,2022-05-29,5477.0,1924.9
2690,2022-05-29,5473.8,1926.7
2691,2022-05-29,5474.8,1928.5
2692,2022-05-30,5484.5,1930.4
2693,2022-05-30,5501.8,1932.2
2694,2022-05-30,5471.8,1934.0
2695,2022-05-30,5492.8,1935.9
2696,2022-05-31,5507.8,1937.7
2697,2022-05-31,5475.8,1939.5
2698,2022-05-31,5425.8,1941.4
2699,2022-05-31,5419.5,1943.2
2700,2022-05-31,5400.5,1945.0
2701,2022-05-31,5370.5,1946.9
2702,2022-05-31,5377.0,1948.7
2703,2022-05-31,5420.5,1950.5
2704,2022-05-31,5370.5,1952.3
2705,2022-05-31,5340.5,1954.2
2706,2022-05-31,5290.5,1956.0
2707,2022-05-31,5260.5,1957.8
2708,2022-05-31,5210.5,1959.7
2709,2022-05-31,5245.0,1961.5
2710,2022-05-31,5215.0,1963.3
2711,2022-05-31,5185.0,1965.2
2712,2022-05-31,5144.5,1967.0
2713,2022-05-31,5094.5,1968.8
2714,2022-05-31,5096.8,1970.7
2715,2022-06-01,5099.8,1972.5
2716,2022-06-01,5110.8,1974.3
2717,2022-06-01,5108.5,1976.2
2718,2022-06-01,5092.8,1978.0
2719,2022-06-01,5062.8,1979.8
2720,2022-06-01,5073.5,1981.6
2721,2022-06-01,5043.5,1983.5
2722,2022-06-01,4993.5,1985.3
2723,2022-06-01,5015.5,1987.1
2724,2022-06-01,4976.5,1989.0
2725,2022-06-01,4926.5,1990.8
2726,2022-06-01,4954.2,1992.6
2727,2022-06-01,4991.2,1994.5
2728,2022-06-01,4964.5,1996.3
2729,2022-06-01,4965.2,1998.1
2730,2022-06-02,4988.0,2000.0
2731,2022-06-02,4997.5,2001.8
2732,2022-06-02,5023.8,2003.6
2733,2022-06-02,5043.8,2005.5
2734,2022-06-02,4993.8,2007.3
2735,2022-06-02,5020.0,2009.1
2736,2022-06-02,5048.2,2010.9
2737,2022-06-02,5019.0,2012.8
2738,2022-06-02,4996.0,2014.6
2739,2022-06-02,4966.0,2016.4
2740,2022-06-03,4969.2,2018.3
2741,2022-06-03,4992.2,2020.1
2742,2022-06-03,5024.2,2021.9
2743,2022-06-03,4994.2,2023.8
2744,2022-06-03,5021.0,2025.6
2745,2022-06-03,4991.0,2027.4
2746,2022-06-03,5002.2,2029.3
2747,2022-06-03,5029.2,2031.1
2748,2022-06-03,5051.0,2032.9
2749,2022-06-03,5075.0,2034.8
2750,2022-06-03,5073.5,2036.6
2751,2022-06-06,5036.8,2038.4
2752,2022-06-06,5040.5,2040.2
2753,2022-06-06,5064.0,2042.1
2754,2022-06-06,5034.0,2043.9
2755,2022-06-06,5001.0,2045.7
2756,2022-06-06,4971.0,2047.6
2757,2022-06-06,4941.0,2049.4
2758,2022-06-06,4973.8,2051.2
2759,2022-06-06,4976.0,2053.1
2760,2022-06-07,4978.2,2054.9
2761,2022-06-07,5002.2,2056.7
2762,2022-06-07,5028.0,2058.6
2763,2022-06-07,5054.8,2060.4
2764,2022-06-07,5077.5,2062.2
2765,2022-06-07,5102.0,2064.1
2766,2022-06-07,5106.8,2065.9
2767,2022-06-07,5076.8,2067.7
2768,2022-06-07,5080.5,2069.5
2769,2022-06-07,5107.8,2071.4
2770,2022-06-07,5108.2,2073.2
2771,2022-06-08,5105.2,2075.0
2772,2022-06-08,5123.8,2076.9
2773,2022-06-08,5093.8,2078.7
2774,2022-06-08,5117.8,2080.5
2775,2022-06-08,5158.8,2082.4
2776,2022-06-08,5163.0,2084.2
2777,2022-06-08,5133.0,2086.0
2778,2022-06-08,5140.8,2087.9
2779,2022-06-08,5165.5,2089.7
2780,2022-06-08,5152.2,2091.5
2781,2022-06-09,5137.2,2093.4
2782,2022-06-09,5126.0,2095.2
2783,2022-06-09,5106.0,2097.0
2784,2022-06-09,5100.5,2098.9
2785,2022-06-09,5111.8,2100.7
2786,2022-06-09,5081.8,2102.5
2787,2022-06-09,5031.8,2104.3
2788,2022-06-09,5001.8,2106.2
2789,2022-06-09,5025.0,2108.0
2790,2022-06-09,5047.0,2109.8
2791,2022-06-09,5049.5,2111.7
2792,2022-06-09,5044.0,2113.5
2793,2022-06-09,5067.2,2115.3
2794,2022-06-09,5037.2,2117.2
2795,2022-06-10,5041.2,2119.0
2796,2022-06-10,5068.5,2120.8
2797,2022-06-10,5071.0,2122.7
2798,2022-06-10,5103.8,2124.5
2799,2022-06-10,5127.5,2126.3
2800,2022-06-10,5146.0,2128.2
2801,2022-06-10,5096.0,2130.0
2802,2022-06-10,5118.0,2131.8
2803,2022-06-12,5145.2,2133.6
2804,2022-06-12,5168.0,2135.5
2805,2022-06-12,5171.5,2137.3
2806,2022-06-13,5195.5,2139.1
2807,2022-06-13,5165.5,2141.0
2808,2022-06-13,5170.8,2142.8
2809,2022-06-13,5140.8,2144.6
2810,2022-06-13,5179.5,2146.5
2811,2022-06-13,5204.2,2148.3
2812,2022-06-13,5227.8,2150.1
2813,2022-06-13,5258.5,2152.0
2814,2022-06-13,5208.5,2153.8
2815,2022-06-13,5178.5,2155.6
2816,2022-06-13,5180.0,2157.5
2817,2022-06-13,5150.0,2159.3
2818,2022-06-13,5173.5,2161.1
2819,2022-06-13,5177.5,2162.9
2820,2022-06-14,5200.8,2164.8
2821,2022-06-14,5181.8,2166.6
2822,2022-06-14,5151.8,2168.4
2823,2022-06-14,5124.0,2170.3
2824,2022-06-14,5094.0,2172.1
2825,2022-06-14,5123.0,2173.9
2826,2022-06-14,5093.0,2175.8
2827,2022-06-14,5126.5,2177.6
2828,2022-06-14,5149.8,2179.4
2829,2022-06-14,5099.8,2181.3
2830,2022-06-14,5069.8,2183.1
2831,2022-06-14,5096.8,2184.9
2832,2022-06-14,5066.8,2186.8
2833,2022-06-14,5016.8,2188.6
2834,2022-06-14,5022.0,2190.4
2835,2022-06-14,5029.8,2192.2
2836,2022-06-15,5050.2,2194.1
2837,2022-06-15,5052.0,2195.9
2838,2022-06-15,5022.0,2197.7
2839,2022-06-15,5027.8,2199.6
2840,2022-06-15,5007.0,2201.4
2841,2022-06-15,4972.2,2203.2
2842,2022-06-15,5000.8,2205.1
2843,2022-06-15,5004.8,2206.9
2844,2022-06-15,5083.2,2208.7
2845,2022-06-15,5121.0,2210.6
2846,2022-06-15,5152.2,2212.4
2847,2022-06-15,5194.8,2214.2
2848,2022-06-15,5164.8,2216.1
2849,2022-06-15,5202.0,2217.9
2850,2022-06-15,5245.2,2219.7
2851,2022-06-15,5195.2,2221.5
2852,2022-06-15,5165.2,2223.4
2853,2022-06-15,5182.5,2225.2
2854,2022-06-16,5188.0,2227.0
2855,2022-06-16,5158.0,2228.9
2856,2022-06-16,5129.0,2230.7
2857,2022-06-16,5109.2,2232.5
2858,2022-06-16,5139.5,2234.4
2859,2022-06-16,5166.8,2236.2
2860,2022-06-16,5169.8,2238.0
2861,2022-06-16,5170.0,2239.9
2862,2022-06-16,5161.2,2241.7
2863,2022-06-16,5152.8,2243.5
2864,2022-06-16,5122.8,2245.4
2865,2022-06-16,5072.8,2247.2
2866,2022-06-16,5106.5,2249.0
2867,2022-06-16,5076.5,2250.9
2868,2022-06-16,5100.5,2252.7
2869,2022-06-16,5070.5,2254.5
2870,2022-06-16,5100.0,2256.3
2871,2022-06-16,5125.5,2258.2
2872,2022-06-16,5096.0,2260.0
2873,2022-06-16,5119.0,2261.8
2874,2022-06-16,5144.0,2263.7
2875,2022-06-17,5114.0,2265.5
2876,2022-06-17,5121.2,2267.3
2877,2022-06-17,5147.8,2269.2
2878,2022-06-17,5117.8,2271.0
2879,2022-06-17,5067.8,2272.8
2880,2022-06-17,5037.8,2274.7
2881,2022-06-17,5011.8,2276.5
2882,2022-06-17,5024.2,2278.3
2883,2022-06-17,5030.8,2280.2
2884,2022-06-17,5058.0,2282.0
2885,2022-06-17,5088.2,2283.8
2886,2022-06-19,5092.5,2285.6
2887,2022-06-19,5094.0,2287.5
2888,2022-06-19,5064.0,2289.3
2889,2022-06-20,5064.2,2291.1
2890,2022-06-21,5044.5,2293.0
2891,2022-06-21,5054.2,2294.8
2892,2022-06-21,5028.8,2296.6
2893,2022-06-21,5029.5,2298.5
2894,2022-06-21,5035.2,2300.3
2895,2022-06-21,5048.8,2302.1
2896,2022-06-22,5051.5,2304.0
2897,2022-06-22,5084.0,2305.8
2898,2022-06-22,5120.5,2307.6
2899,2022-06-22,5143.5,2309.5
2900,2022-06-22,5167.5,2311.3
2901,2022-06-22,5137.5,2313.1
2902,2022-06-22,5163.5,2314.9
2903,2022-06-22,5133.5,2316.8
2904,2022-06-22,5165.0,2318.6
2905,2022-06-22,5166.0,2320.4
2906,2022-06-22,5143.8,2322.3
2907,2022-06-22,5126.5,2324.1
2908,2022-06-22,5151.5,2325.9
2909,2022-06-22,5138.5,2327.8
2910,2022-06-22,5145.0,2329.6
2911,2022-06-23,5125.5,2331.4
2912,2022-06-23,5155.0,2333.3
2913,2022-06-23,5166.2,2335.1
2914,2022-06-23,5183.8,2336.9
2915,2022-06-23,5208.2,2338.8
2916,2022-06-23,5170.5,2340.6
2917,2022-06-23,5153.8,2342.4
2918,2022-06-23,5123.8,2344.2
2919,2022-06-23,5113.5,2346.1
2920,2022-06-23,5135.0,2347.9
2921,2022-06-23,5164.0,2349.7
2922,2022-06-23,5190.0,2351.6
2923,2022-06-23,5153.0,2353.4
2924,2022-06-23,5162.5,2355.2
2925,2022-06-23,5173.0,2357.1
2926,2022-06-23,5181.0,2358.9
2927,2022-06-23,5182.8,2360.7
2928,2022-06-24,5205.0,2362.6
2929,2022-06-24,5232.0,2364.4
2930,2022-06-24,5202.0,2366.2
2931,2022-06-24,5238.5,2368.1
2932,2022-06-24,5246.5,2369.9
2933,2022-06-24,5196.5,2371.7
2934,2022-06-26,5175.5,2373.5
2935,2022-06-26,5178.0,2375.4
2936,2022-06-27,5148.0,2377.2
2937,2022-06-27,5120.2,2379.0
2938,2022-06-27,5143.2,2380.9
2939,2022-06-27,5176.8,2382.7
2940,2022-06-27,5203.8,2384.5
2941,2022-06-27,5211.2,2386.4
2942,2022-06-27,5191.2,2388.2
2943,2022-06-27,5161.2,2390.0
2944,2022-06-27,5164.5,2391.9
2945,2022-06-27,5186.0,2393.7
2946,2022-06-28,5162.2,2395.5
2947,2022-06-28,5173.2,2397.4
2948,2022-06-28,5177.8,2399.2
2949,2022-06-28,5181.0,2401.0
2950,2022-06-28,5188.2,2402.9
2951,2022-06-28,5158.2,2404.7
2952,2022-06-28,5179.0,2406.5
2953,2022-06-28,5149.0,2408.3
2954,2022-06-28,5179.0,2410.2
2955,2022-06-28,5203.2,2412.0
2956,2022-06-28,5182.0,2413.8
2957,2022-06-28,5152.0,2415.7
2958,2022-06-29,5144.5,2417.5
2959,2022-06-29,5159.8,2419.3
2960,2022-06-29,5161.2,2421.2
2961,2022-06-29,5191.0,2423.0
2962,2022-06-29,5264.2,2424.8
2963,2022-06-29,5287.2,2426.7
2964,2022-06-29,5257.2,2428.5
2965,2022-06-29,5243.0,2430.3
2966,2022-06-29,5193.0,2432.2
2967,2022-06-29,5206.8,2434.0
2968,2022-06-29,5213.5,2435.8
2969,2022-06-29,5233.5,2437.6
2970,2022-06-29,5254.0,2439.5
2971,2022-06-30,5241.2,2441.3
2972,2022-06-30,5258.5,2443.1
2973,2022-06-30,5228.5,2445.0
2974,2022-06-30,5233.0,2446.8
